Id2,Majority,Majority_woE,Majority_woES,MAX_Majority,MAX_Majority_P,MAX_Majority_woE,MAX_Majority_woE_P,MAX_Majority_woES,MAX_Majority_woES_P,Total,Speak_only_English,Speak_only_English_P,Spanish_or_Spanish_Creole,Spanish_or_Spanish_Creole_P,French_incl_Patois_Cajun,French_incl_Patois_Cajun_P,French_Creole,French_Creole_P,Other_Native_North_American_languages,Other_Native_North_American_languages_P,Hungarian,Hungarian_P,Arabic,Arabic_P,Hebrew,Hebrew_P,African_languages,African_languages_P,Other_and_unspecified_languages,Other_and_unspecified_languages_P,Italian,Italian_P,Portuguese_or_Portuguese_Creole,Portuguese_or_Portuguese_Creole_P,German,German_P,Yiddish,Yiddish_P,Other_West_Germanic_languages,Other_West_Germanic_languages_P,Scandinavian_languages,Scandinavian_languages_P,Greek,Greek_P,Russian,Russian_P,Polish,Polish_P,Serbo-Croatian,Serbo-Croatian_P,Other_Slavic_languages,Other_Slavic_languages_P,Armenian,Armenian_P,Persian,Persian_P,Gujarati,Gujarati_P,Hindi,Hindi_P,Urdu,Urdu_P,Other_Indic_languages,Other_Indic_languages_P,Other_Indo-European_languages,Other_Indo-European_languages_P,Chinese,Chinese_P,Japanese,Japanese_P,Korean,Korean_P,Mon-Khmer_Cambodian,Mon-Khmer_Cambodian_P,Hmong,Hmong_P,Thai,Thai_P,Laotian,Laotian_P,Vietnamese,Vietnamese_P,Other_Asian_languages,Other_Asian_languages_P,Tagalog,Tagalog_P,Other_Pacific_Island_languages,Other_Pacific_Island_languages_P,Navajo,Navajo_P
48001950100,Speak only English,Spanish or Spanish Creole,Russian,4073,90.55135616,397,8.826144953,12,0.266785238,4498,4073,90.55,397,8.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.13,0,0,0,0,0,0,0,0,12,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48001950401,Speak only English,Spanish or Spanish Creole,French incl Patois Cajun,4007,77.79072025,1092,21.19976704,18,0.349446709,5151,4007,77.79,1092,21.2,18,0.35,0,0,8,0.16,0,0,0,0,0,0,12,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.27,0,0,0,0,0,0,0,0
48001950402,Speak only English,Spanish or Spanish Creole,African languages,5172,76.03645986,1508,22.16995001,38,0.558659218,6802,5172,76.04,1508,22.17,16,0.24,0,0,0,0,0,0,32,0.47,0,0,38,0.56,0,0,0,0,0,0,9,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.24,0,0,0,0,11,0.16,0,0
48001950500,Speak only English,Spanish or Spanish Creole,Tagalog,3056,72.39990524,1145,27.12627339,11,0.260601753,4221,3056,72.4,1145,27.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.26,0,0,0,0
48001950600,Speak only English,Spanish or Spanish Creole,French incl Patois Cajun,4933,80.86885246,1167,19.13114754,0,0,6100,4933,80.87,1167,19.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48001950700,Speak only English,Spanish or Spanish Creole,African languages,1718,69.89422295,708,28.80390561,19,0.772986168,2458,1718,69.89,708,28.8,5,0.2,0,0,0,0,0,0,0,0,0,0,19,0.77,0,0,0,0,0,0,0,0,0,0,0,0,4,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.08,2,0.08,0,0,0,0
48001950800,Speak only English,Spanish or Spanish Creole,Vietnamese,3866,88.24469299,184,4.199954348,135,3.081488245,4381,3866,88.24,184,4.2,0,0,0,0,0,0,0,0,0,0,0,0,126,2.88,0,0,0,0,0,0,38,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.14,0,0,135,3.08,0,0,26,0.59,0,0,0,0
48001950901,Speak only English,Spanish or Spanish Creole,Vietnamese,4878,88.86864638,574,10.45727819,18,0.327928584,5489,4878,88.87,574,10.46,10,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.16,0,0,0,0,0,0,0,0,0,0,0,0,18,0.33,0,0,0,0,0,0,0,0
48001950902,Speak only English,Spanish or Spanish Creole,Mon-Khmer Cambodian,4460,93.97387273,261,5.499367889,16,0.337126001,4746,4460,93.97,261,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48001951000,Speak only English,Spanish or Spanish Creole,Other Pacific Island languages,6463,95.80492143,263,3.898606582,9,0.133412393,6746,6463,95.8,263,3.9,4,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,6,0.09,9,0.13,0,0
48001951100,Speak only English,Spanish or Spanish Creole,Mon-Khmer Cambodian,4134,96.05018587,125,2.904275093,21,0.487918216,4304,4134,96.05,125,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.49,0,0,0,0,0,0,20,0.46,0,0,0,0,0,0,0,0
48003950100,Speak only English,Spanish or Spanish Creole,Thai,1649,82.36763237,271,13.53646354,40,1.998001998,2002,1649,82.37,271,13.54,0,0,0,0,15,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0,4,0.2,0,0,0,0,0,0,0,0
48003950200,Speak only English,Spanish or Spanish Creole,Serbo-Croatian,4196,63.87578018,2334,35.53052215,23,0.350129396,6569,4196,63.88,2334,35.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.12,0,0,0,0,0,0,0,0,0,0,0,0,23,0.35,8,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48003950300,Spanish or Spanish Creole,Spanish or Spanish Creole,French incl Patois Cajun,2044,50.63165717,2044,50.63165717,7,0.173396086,4037,1986,49.19,2044,50.63,7,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48003950400,Speak only English,Spanish or Spanish Creole,French incl Patois Cajun,1436,53.58208955,1244,46.41791045,0,0,2680,1436,53.58,1244,46.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48005000101,Speak only English,Spanish or Spanish Creole,Chinese,5083,90.26815841,524,9.305629551,24,0.42621204,5631,5083,90.27,524,9.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48005000102,Speak only English,Spanish or Spanish Creole,Korean,3760,85.70777297,598,13.63118304,23,0.524276271,4387,3760,85.71,598,13.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48005000200,Speak only English,Spanish or Spanish Creole,Chinese,5213,84.68161144,757,12.29694607,135,2.192982456,6156,5213,84.68,757,12.3,38,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48005000301,Speak only English,Spanish or Spanish Creole,Other West Germanic languages,4555,95.37269682,210,4.396984925,11,0.230318258,4776,4555,95.37,210,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48005000302,Speak only English,Spanish or Spanish Creole,Other West Germanic languages,3507,83.34125475,694,16.49239544,4,0.095057034,4208,3507,83.34,694,16.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,3,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48005000400,Speak only English,Spanish or Spanish Creole,African languages,4101,84.10582445,773,15.85315833,2,0.041017227,4876,4101,84.11,773,15.85,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48005000500,Speak only English,Spanish or Spanish Creole,German,3049,87.01484018,434,12.38584475,13,0.371004566,3504,3049,87.01,434,12.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48005000600,Speak only English,Spanish or Spanish Creole,Other Asian languages,3554,53.84848485,3004,45.51515152,16,0.242424242,6600,3554,53.85,3004,45.52,14,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.24,0,0,0,0,0,0
48005000700,Spanish or Spanish Creole,Spanish or Spanish Creole,German,1792,50.42205965,1792,50.42205965,22,0.619020822,3554,1732,48.73,1792,50.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.23,0,0,22,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48005000800,Speak only English,Spanish or Spanish Creole,Gujarati,4954,86.60839161,646,11.29370629,55,0.961538462,5720,4954,86.61,646,11.29,19,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0.96,0,0,0,0,0,0,7,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.31,0,0,0,0,0,0,0,0
48005000901,Speak only English,Spanish or Spanish Creole,Arabic,5755,91.80092519,397,6.332748445,59,0.941138938,6269,5755,91.8,397,6.33,0,0,0,0,0,0,0,0,59,0.94,0,0,0,0,0,0,0,0,0,0,32,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.16,0,0,0,0
48005000902,Speak only English,Chinese,Chinese,2415,79.72928359,270,8.913832948,270,8.913832948,3029,2415,79.73,206,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,8.91,0,0,82,2.71,0,0,0,0,0,0,0,0,0,0,21,0.69,0,0,9,0.3,0,0
48005001001,Speak only English,Spanish or Spanish Creole,Japanese,3185,61.61733411,1935,37.43470691,16,0.309537628,5169,3185,61.62,1935,37.43,14,0.27,0,0,0,0,0,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.31,14,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48005001002,Speak only English,Spanish or Spanish Creole,German,3570,84.61720787,641,15.19317374,4,0.094809196,4219,3570,84.62,641,15.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.09,0,0,0,0,0,0,0,0
48005001100,Speak only English,Spanish or Spanish Creole,French incl Patois Cajun,5514,92.48574304,271,4.545454545,87,1.459241865,5962,5514,92.49,271,4.55,87,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.91,0,0,0,0,0,0,0,0
48005001200,Speak only English,Spanish or Spanish Creole,Russian,2602,96.01476015,66,2.435424354,21,0.774907749,2710,2602,96.01,66,2.44,7,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.52,0,0,0,0
48005001300,Speak only English,Spanish or Spanish Creole,Persian,4451,93.05874974,297,6.209491951,33,0.68994355,4783,4451,93.06,297,6.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04,0,0,0,0,0,0,33,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48007950100,Speak only English,Spanish or Spanish Creole,Vietnamese,4769,90.49335863,359,6.812144213,99,1.878557875,5270,4769,90.49,359,6.81,0,0,0,0,0,0,0,0,39,0.74,0,0,0,0,0,0,0,0,0,0,4,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1.88,0,0,0,0,0,0,0,0
48007950200,Speak only English,Spanish or Spanish Creole,French incl Patois Cajun,1054,97.68303985,24,2.224281742,1,0.092678406,1079,1054,97.68,24,2.22,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48007950300,Speak only English,Spanish or Spanish Creole,Vietnamese,5715,82.55091723,956,13.80904232,210,3.033367037,6923,5715,82.55,956,13.81,0,0,0,0,0,0,0,0,0,0,29,0.42,0,0,0,0,0,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,3.03,0,0,0,0,0,0,0,0
48007950400,Speak only English,Spanish or Spanish Creole,Vietnamese,2870,77.42109523,774,20.87941732,43,1.159967629,3707,2870,77.42,774,20.88,16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1.16,0,0,0,0,4,0.11,0,0
48007950500,Speak only English,Spanish or Spanish Creole,French incl Patois Cajun,5198,84.49284785,924,15.01950585,18,0.292587776,6152,5198,84.49,924,15.02,18,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48007990000,Speak only English,Speak only English,Speak only English,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
48009020100,Speak only English,Spanish or Spanish Creole,Other Slavic languages,2660,97.18670077,71,2.594081111,6,0.219218122,2737,2660,97.19,71,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48009020200,Speak only English,Spanish or Spanish Creole,Mon-Khmer Cambodian,2332,94.10815174,127,5.125100888,19,0.766747377,2478,2332,94.11,127,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48009020300,Speak only English,Spanish or Spanish Creole,Korean,2887,89.10493827,351,10.83333333,2,0.061728395,3240,2887,89.1,351,10.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48011950100,Speak only English,Spanish or Spanish Creole,German,1682,92.0131291,124,6.783369803,14,0.765864333,1828,1682,92.01,124,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.44,0,0
48013960100,Speak only English,Spanish or Spanish Creole,Portuguese or Portuguese Creole,4601,67.01136033,2149,31.29915526,81,1.179726187,6866,4601,67.01,2149,31.3,0,0,0,0,0,0,0,0,17,0.25,0,0,0,0,0,0,0,0,81,1.18,18,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48013960201,Speak only English,Spanish or Spanish Creole,Scandinavian languages,4204,60.97171864,2634,38.20159536,34,0.49311095,6895,4204,60.97,2634,38.2,5,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.06,0,0,5,0.07,34,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.13,0,0,0,0,0,0,0,0
48013960202,Spanish or Spanish Creole,Spanish or Spanish Creole,Arabic,4593,51.7055049,4593,51.7055049,47,0.529100529,8883,4191,47.18,4593,51.71,12,0.14,0,0,0,0,0,0,47,0.53,0,0,0,0,0,0,0,0,0,0,16,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.27,0,0,0,0
48013960300,Spanish or Spanish Creole,Spanish or Spanish Creole,French incl Patois Cajun,1770,51.40865524,1770,51.40865524,0,0,3443,1673,48.59,1770,51.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48013960401,Spanish or Spanish Creole,Spanish or Spanish Creole,German,1150,59.1563786,1150,59.1563786,6,0.308641975,1944,788,40.53,1150,59.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48013960402,Speak only English,Spanish or Spanish Creole,Arabic,5409,72.42903053,2011,26.9282271,36,0.482056776,7468,5409,72.43,2011,26.93,12,0.16,0,0,0,0,0,0,36,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48013960500,Spanish or Spanish Creole,Spanish or Spanish Creole,French incl Patois Cajun,1543,57.55315181,1543,57.55315181,0,0,2681,1138,42.45,1543,57.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48013960600,Speak only English,Spanish or Spanish Creole,Chinese,3767,69.09391049,1614,29.60381511,65,1.192223037,5452,3767,69.09,1614,29.6,5,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48015760100,Speak only English,Spanish or Spanish Creole,Other Slavic languages,1791,78.86393659,433,19.06649053,40,1.761338617,2271,1791,78.86,433,19.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1.76,0,0,0,0,0,0,0,0,0,0,4,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48015760200,Speak only English,Spanish or Spanish Creole,Other Slavic languages,3703,68.0573424,1582,29.07553759,55,1.010843595,5441,3703,68.06,1582,29.08,6,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.07,0,0,5,0.09,0,0,0,0,0,0,18,0.33,2,0.04,52,0.96,0,0,55,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.26,0,0
48015760300,Speak only English,Spanish or Spanish Creole,Other Slavic languages,5186,75.47664095,1627,23.67923155,41,0.596710814,6871,5186,75.48,1627,23.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.19,4,0.06,0,0,0,0,0,0,0,0,0,0,0,0,41,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48015760400,Speak only English,German,German,3036,94.19795222,85,2.637294446,85,2.637294446,3223,3036,94.2,74,2.3,28,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48015760501,Speak only English,Spanish or Spanish Creole,German,3964,88.08888889,529,11.75555556,6,0.133333333,4500,3964,88.09,529,11.76,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48015760502,Speak only English,Spanish or Spanish Creole,French incl Patois Cajun,4055,84.05887231,769,15.94112769,0,0,4824,4055,84.06,769,15.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48017950100,Speak only English,Spanish or Spanish Creole,Vietnamese,3408,51.66767738,3177,48.16555488,11,0.166767738,6596,3408,51.67,3177,48.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.17,0,0,0,0,0,0,0,0
